% Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Lateral distance (ft),Mach number (?)
32.28,36602,382.54,-35.342,8153.2,0.44256
32.29,36606,382.18,-35.336,8155,0.44223
32.3,36610,381.83,-35.33,8156.8,0.4419
32.31,36614,381.48,-35.323,8158.5,0.44157
32.32,36618,381.12,-35.317,8160.3,0.44124
32.33,36622,380.77,-35.311,8162.1,0.44091
32.34,36625,380.42,-35.305,8163.8,0.44058
32.35,36629,380.06,-35.299,8165.6,0.44025
32.36,36633,379.71,-35.292,8167.4,0.43993
32.37,36637,379.36,-35.286,8169.2,0.4396
32.38,36641,379,-35.28,8170.9,0.43927
32.39,36644,378.65,-35.274,8172.7,0.43894
32.4,36648,378.3,-35.268,8174.5,0.43861
32.41,36652,377.95,-35.262,8176.2,0.43828
32.42,36656,377.59,-35.255,8178,0.43795
32.43,36659,377.24,-35.249,8179.8,0.43762
32.44,36663,376.89,-35.243,8181.5,0.4373
32.45,36667,376.54,-35.237,8183.3,0.43697
32.46,36671,376.18,-35.231,8185.1,0.43664
32.47,36675,375.83,-35.225,8186.9,0.43631
32.48,36678,375.48,-35.219,8188.6,0.43598
32.49,36682,375.13,-35.213,8190.4,0.43566
32.5,36686,374.78,-35.207,8192.2,0.43533
32.51,36690,374.42,-35.2,8193.9,0.435
32.52,36693,374.07,-35.194,8195.7,0.43467
32.53,36697,373.72,-35.188,8197.5,0.43435
32.54,36701,373.37,-35.182,8199.2,0.43402
32.55,36704,373.02,-35.176,8201,0.43369
32.56,36708,372.66,-35.17,8202.8,0.43337
32.57,36712,372.31,-35.164,8204.5,0.43304
32.58,36716,371.96,-35.158,8206.3,0.43271
32.59,36719,371.61,-35.152,8208.1,0.43239
32.6,36723,371.26,-35.146,8209.8,0.43206
32.61,36727,370.91,-35.14,8211.6,0.43173
32.62,36730,370.56,-35.134,8213.4,0.43141
32.63,36734,370.2,-35.128,8215.1,0.43108
32.64,36738,369.85,-35.123,8216.9,0.43076
32.65,36742,369.5,-35.117,8218.7,0.43043
32.66,36745,369.15,-35.111,8220.4,0.4301
32.67,36749,368.8,-35.105,8222.2,0.42978
32.68,36753,368.45,-35.099,8224,0.42945
32.69,36756,368.1,-35.093,8225.7,0.42913
32.7,36760,367.75,-35.087,8227.5,0.4288
32.71,36764,367.4,-35.081,8229.3,0.42848
32.72,36767,367.04,-35.075,8231,0.42815
32.73,36771,366.69,-35.07,8232.8,0.42783
32.74,36775,366.34,-35.064,8234.6,0.4275
32.75,36778,365.99,-35.058,8236.3,0.42718
32.76,36782,365.64,-35.052,8238.1,0.42685
32.77,36786,365.29,-35.046,8239.9,0.42653
32.78,36789,364.94,-35.04,8241.6,0.42621
32.79,36793,364.59,-35.035,8243.4,0.42588
32.8,36797,364.24,-35.029,8245.1,0.42556
32.81,36800,363.89,-35.023,8246.9,0.42523
32.82,36804,363.54,-35.017,8248.7,0.42491
32.83,36808,363.19,-35.011,8250.4,0.42459
32.84,36811,362.84,-35.006,8252.2,0.42426
32.85,36815,362.49,-35,8254,0.42394
32.86,36818,362.14,-34.994,8255.7,0.42362
32.87,36822,361.79,-34.988,8257.5,0.42329
32.88,36826,361.44,-34.983,8259.3,0.42297
32.89,36829,361.09,-34.977,8261,0.42265
32.9,36833,360.74,-34.971,8262.8,0.42232
32.91,36836,360.39,-34.966,8264.5,0.422
32.92,36840,360.04,-34.96,8266.3,0.42168
32.93,36844,359.69,-34.954,8268.1,0.42136
32.94,36847,359.34,-34.949,8269.8,0.42103
32.95,36851,358.99,-34.943,8271.6,0.42071
32.96,36854,358.64,-34.937,8273.3,0.42039
32.97,36858,358.29,-34.932,8275.1,0.42007
32.98,36862,357.94,-34.926,8276.9,0.41975
32.99,36865,357.6,-34.92,8278.6,0.41942
33,36869,357.25,-34.915,8280.4,0.4191
33.01,36872,356.9,-34.909,8282.1,0.41878
33.02,36876,356.55,-34.903,8283.9,0.41846
33.03,36879,356.2,-34.898,8285.7,0.41814
33.04,36883,355.85,-34.892,8287.4,0.41782
33.05,36887,355.5,-34.887,8289.2,0.4175
33.06,36890,355.15,-34.881,8290.9,0.41718
33.07,36894,354.8,-34.876,8292.7,0.41685
33.08,36897,354.45,-34.87,8294.5,0.41653
33.09,36901,354.11,-34.865,8296.2,0.41621
33.1,36904,353.76,-34.859,8298,0.41589
33.11,36908,353.41,-34.853,8299.7,0.41557
33.12,36911,353.06,-34.848,8301.5,0.41525
33.13,36915,352.71,-34.842,8303.3,0.41493
33.14,36918,352.36,-34.837,8305,0.41461
33.15,36922,352.02,-34.831,8306.8,0.41429
33.16,36925,351.67,-34.826,8308.5,0.41397
33.17,36929,351.32,-34.82,8310.3,0.41365
33.18,36933,350.97,-34.815,8312,0.41333
33.19,36936,350.62,-34.81,8313.8,0.41301
33.2,36940,350.27,-34.804,8315.6,0.4127
33.21,36943,349.93,-34.799,8317.3,0.41238
33.22,36947,349.58,-34.793,8319.1,0.41206
33.23,36950,349.23,-34.788,8320.8,0.41174
33.24,36954,348.88,-34.782,8322.6,0.41142
33.25,36957,348.53,-34.777,8324.3,0.4111
33.26,36960,348.19,-34.772,8326.1,0.41078
33.27,36964,347.84,-34.766,8327.9,0.41046
33.28,36967,347.49,-34.761,8329.6,0.41015
33.29,36971,347.14,-34.755,8331.4,0.40983
33.3,36974,346.8,-34.75,8333.1,0.40951
33.31,36978,346.45,-34.745,8334.9,0.40919
33.32,36981,346.1,-34.739,8336.6,0.40887
33.33,36985,345.75,-34.734,8338.4,0.40856
33.34,36988,345.41,-34.729,8340.1,0.40824
33.35,36992,345.06,-34.723,8341.9,0.40792
33.36,36995,344.71,-34.718,8343.7,0.4076
33.37,36999,344.37,-34.713,8345.4,0.40729
33.38,37002,344.02,-34.707,8347.2,0.40697
33.39,37005,343.67,-34.702,8348.9,0.40665
33.4,37009,343.32,-34.697,8350.7,0.40634
33.41,37012,342.98,-34.691,8352.4,0.40602
33.42,37016,342.63,-34.686,8354.2,0.4057
33.43,37019,342.28,-34.681,8355.9,0.40539
33.44,37023,341.94,-34.676,8357.7,0.40507
33.45,37026,341.59,-34.67,8359.4,0.40475
33.46,37029,341.24,-34.665,8361.2,0.40444
33.47,37033,340.9,-34.66,8362.9,0.40412
33.48,37036,340.55,-34.655,8364.7,0.40381
33.49,37040,340.2,-34.649,8366.4,0.40349
33.5,37043,339.86,-34.644,8368.2,0.40317
33.51,37046,339.51,-34.639,8369.9,0.40286
33.52,37050,339.16,-34.634,8371.7,0.40254
33.53,37053,338.82,-34.629,8373.5,0.40223
33.54,37057,338.47,-34.623,8375.2,0.40191
33.55,37060,338.13,-34.618,8377,0.4016
33.56,37063,337.78,-34.613,8378.7,0.40128
33.57,37067,337.43,-34.608,8380.5,0.40097
33.58,37070,337.09,-34.603,8382.2,0.40065
33.59,37073,336.74,-34.598,8384,0.40034
33.6,37077,336.4,-34.592,8385.7,0.40002
33.61,37080,336.05,-34.587,8387.5,0.39971
33.62,37084,335.7,-34.582,8389.2,0.3994
33.63,37087,335.36,-34.577,8391,0.39908
33.64,37090,335.01,-34.572,8392.7,0.39877
33.65,37094,334.67,-34.567,8394.5,0.39845
33.66,37097,334.32,-34.562,8396.2,0.39814
33.67,37100,333.98,-34.557,8398,0.39783
33.68,37104,333.63,-34.551,8399.7,0.39751
33.69,37107,333.28,-34.546,8401.5,0.3972
33.7,37110,332.94,-34.541,8403.2,0.39689
33.71,37114,332.59,-34.536,8405,0.39657
33.72,37117,332.25,-34.531,8406.7,0.39626
33.73,37120,331.9,-34.526,8408.5,0.39595
33.74,37124,331.56,-34.521,8410.2,0.39564
33.75,37127,331.21,-34.516,8412,0.39532
33.76,37130,330.87,-34.511,8413.7,0.39501
33.77,37134,330.52,-34.506,8415.4,0.3947
33.78,37137,330.18,-34.501,8417.2,0.39439
33.79,37140,329.83,-34.496,8418.9,0.39407
33.8,37143,329.49,-34.491,8420.7,0.39376
33.81,37147,329.14,-34.486,8422.4,0.39345
33.82,37150,328.8,-34.481,8424.2,0.39314
33.83,37153,328.45,-34.476,8425.9,0.39283
33.84,37157,328.11,-34.471,8427.7,0.39252
33.85,37160,327.76,-34.466,8429.4,0.3922
33.86,37163,327.42,-34.461,8431.2,0.39189
33.87,37166,327.07,-34.456,8432.9,0.39158
33.88,37170,326.73,-34.451,8434.7,0.39127
33.89,37173,326.39,-34.446,8436.4,0.39096
33.9,37176,326.04,-34.441,8438.2,0.39065
33.91,37179,325.7,-34.436,8439.9,0.39034
33.92,37183,325.35,-34.432,8441.7,0.39003
33.93,37186,325.01,-34.427,8443.4,0.38972
33.94,37189,324.66,-34.422,8445.1,0.38941
33.95,37192,324.32,-34.417,8446.9,0.3891
33.96,37196,323.98,-34.412,8448.6,0.38879
33.97,37199,323.63,-34.407,8450.4,0.38848
33.98,37202,323.29,-34.402,8452.1,0.38817
33.99,37205,322.94,-34.397,8453.9,0.38786
34,37209,322.6,-34.393,8455.6,0.38755
34.01,37212,322.26,-34.388,8457.4,0.38724
34.02,37215,321.91,-34.383,8459.1,0.38693
34.03,37218,321.57,-34.378,8460.8,0.38662
34.04,37222,321.22,-34.373,8462.6,0.38631
34.05,37225,320.88,-34.368,8464.3,0.386
34.06,37228,320.54,-34.364,8466.1,0.3857
34.07,37231,320.19,-34.359,8467.8,0.38539
34.08,37234,319.85,-34.354,8469.6,0.38508
34.09,37238,319.51,-34.349,8471.3,0.38477
34.1,37241,319.16,-34.344,8473.1,0.38446
34.11,37244,318.82,-34.34,8474.8,0.38415
34.12,37247,318.48,-34.335,8476.5,0.38385
34.13,37250,318.13,-34.33,8478.3,0.38354
34.14,37253,317.79,-34.325,8480,0.38323
34.15,37257,317.45,-34.321,8481.8,0.38292
34.16,37260,317.1,-34.316,8483.5,0.38262
34.17,37263,316.76,-34.311,8485.2,0.38231
34.18,37266,316.42,-34.307,8487,0.382
34.19,37269,316.07,-34.302,8488.7,0.38169
34.2,37272,315.73,-34.297,8490.5,0.38139
34.21,37276,315.39,-34.292,8492.2,0.38108
34.22,37279,315.04,-34.288,8494,0.38077
34.23,37282,314.7,-34.283,8495.7,0.38047
34.24,37285,314.36,-34.278,8497.4,0.38016
34.25,37288,314.02,-34.274,8499.2,0.37985
34.26,37291,313.67,-34.269,8500.9,0.37955
34.27,37294,313.33,-34.264,8502.7,0.37924
34.28,37298,312.99,-34.26,8504.4,0.37894
34.29,37301,312.65,-34.255,8506.1,0.37863
34.3,37304,312.3,-34.251,8507.9,0.37832
34.31,37307,311.96,-34.246,8509.6,0.37802
34.32,37310,311.62,-34.241,8511.4,0.37771
34.33,37313,311.28,-34.237,8513.1,0.37741
34.34,37316,310.93,-34.232,8514.8,0.3771
34.35,37319,310.59,-34.228,8516.6,0.3768
34.36,37323,310.25,-34.223,8518.3,0.37649
34.37,37326,309.91,-34.218,8520.1,0.37619
34.38,37329,309.56,-34.214,8521.8,0.37588
34.39,37332,309.22,-34.209,8523.5,0.37558
34.4,37335,308.88,-34.205,8525.3,0.37528
34.41,37338,308.54,-34.2,8527,0.37497
34.42,37341,308.2,-34.196,8528.8,0.37467
34.43,37344,307.85,-34.191,8530.5,0.37436
34.44,37347,307.51,-34.187,8532.2,0.37406
34.45,37350,307.17,-34.182,8534,0.37376
34.46,37353,306.83,-34.177,8535.7,0.37345
34.47,37356,306.49,-34.173,8537.4,0.37315
34.48,37360,306.15,-34.168,8539.2,0.37285
34.49,37363,305.8,-34.164,8540.9,0.37254
34.5,37366,305.46,-34.159,8542.7,0.37224
34.51,37369,305.12,-34.155,8544.4,0.37194
34.52,37372,304.78,-34.151,8546.1,0.37163
34.53,37375,304.44,-34.146,8547.9,0.37133
34.54,37378,304.1,-34.142,8549.6,0.37103
34.55,37381,303.75,-34.137,8551.3,0.37073
34.56,37384,303.41,-34.133,8553.1,0.37042
34.57,37387,303.07,-34.128,8554.8,0.37012
34.58,37390,302.73,-34.124,8556.5,0.36982
34.59,37393,302.39,-34.119,8558.3,0.36952
34.6,37396,302.05,-34.115,8560,0.36922
34.61,37399,301.71,-34.111,8561.8,0.36891
34.62,37402,301.37,-34.106,8563.5,0.36861
34.63,37405,301.02,-34.102,8565.2,0.36831
34.64,37408,300.68,-34.097,8567,0.36801
34.65,37411,300.34,-34.093,8568.7,0.36771
34.66,37414,300,-34.089,8570.4,0.36741
34.67,37417,299.66,-34.084,8572.2,0.36711
34.68,37420,299.32,-34.08,8573.9,0.36681
34.69,37423,298.98,-34.076,8575.6,0.36651
34.7,37426,298.64,-34.071,8577.4,0.36621
34.71,37429,298.3,-34.067,8579.1,0.36591
34.72,37432,297.96,-34.063,8580.8,0.3656
34.73,37435,297.62,-34.058,8582.6,0.3653
34.74,37438,297.28,-34.054,8584.3,0.36501
34.75,37441,296.94,-34.05,8586,0.36471
34.76,37444,296.6,-34.045,8587.8,0.36441
34.77,37447,296.25,-34.041,8589.5,0.36411
34.78,37450,295.91,-34.037,8591.2,0.36381
34.79,37453,295.57,-34.032,8593,0.36351
34.8,37456,295.23,-34.028,8594.7,0.36321
34.81,37459,294.89,-34.024,8596.4,0.36291
34.82,37462,294.55,-34.019,8598.2,0.36261
34.83,37465,294.21,-34.015,8599.9,0.36231
34.84,37468,293.87,-34.011,8601.6,0.36201
34.85,37470,293.53,-34.007,8603.4,0.36172
34.86,37473,293.19,-34.002,8605.1,0.36142
34.87,37476,292.85,-33.998,8606.8,0.36112
34.88,37479,292.51,-33.994,8608.6,0.36082
34.89,37482,292.17,-33.99,8610.3,0.36052
34.9,37485,291.83,-33.986,8612,0.36023
34.91,37488,291.49,-33.981,8613.8,0.35993
34.92,37491,291.15,-33.977,8615.5,0.35963
34.93,37494,290.81,-33.973,8617.2,0.35933
34.94,37497,290.47,-33.969,8619,0.35904
34.95,37500,290.13,-33.964,8620.7,0.35874
34.96,37503,289.79,-33.96,8622.4,0.35844
34.97,37505,289.46,-33.956,8624.1,0.35814
34.98,37508,289.12,-33.952,8625.9,0.35785
34.99,37511,288.78,-33.948,8627.6,0.35755
35,37514,288.44,-33.944,8629.3,0.35726
35.01,37517,288.1,-33.939,8631.1,0.35696
35.02,37520,287.76,-33.935,8632.8,0.35666
35.03,37523,287.42,-33.931,8634.5,0.35637
35.04,37526,287.08,-33.927,8636.3,0.35607
35.05,37529,286.74,-33.923,8638,0.35578
35.06,37531,286.4,-33.919,8639.7,0.35548
35.07,37534,286.06,-33.915,8641.4,0.35518
35.08,37537,285.72,-33.911,8643.2,0.35489
35.09,37540,285.38,-33.906,8644.9,0.35459
35.1,37543,285.04,-33.902,8646.6,0.3543
35.11,37546,284.71,-33.898,8648.4,0.354
35.12,37548,284.37,-33.894,8650.1,0.35371
35.13,37551,284.03,-33.89,8651.8,0.35342
35.14,37554,283.69,-33.886,8653.6,0.35312
35.15,37557,283.35,-33.882,8655.3,0.35283
35.16,37560,283.01,-33.878,8657,0.35253
35.17,37563,282.67,-33.874,8658.7,0.35224
35.18,37565,282.33,-33.87,8660.5,0.35194
35.19,37568,281.99,-33.866,8662.2,0.35165
35.2,37571,281.66,-33.862,8663.9,0.35136
35.21,37574,281.32,-33.858,8665.6,0.35106
35.22,37577,280.98,-33.854,8667.4,0.35077
35.23,37580,280.64,-33.85,8669.1,0.35048
35.24,37582,280.3,-33.845,8670.8,0.35018
35.25,37585,279.96,-33.841,8672.6,0.34989
35.26,37588,279.63,-33.837,8674.3,0.3496
35.27,37591,279.29,-33.833,8676,0.34931
35.28,37594,278.95,-33.829,8677.7,0.34901
35.29,37596,278.61,-33.825,8679.5,0.34872
35.3,37599,278.27,-33.821,8681.2,0.34843
35.31,37602,277.93,-33.818,8682.9,0.34814
35.32,37605,277.6,-33.814,8684.6,0.34785
35.33,37607,277.26,-33.81,8686.4,0.34755
35.34,37610,276.92,-33.806,8688.1,0.34726
35.35,37613,276.58,-33.802,8689.8,0.34697
35.36,37616,276.24,-33.798,8691.5,0.34668
35.37,37619,275.91,-33.794,8693.3,0.34639
35.38,37621,275.57,-33.79,8695,0.3461
35.39,37624,275.23,-33.786,8696.7,0.34581
35.4,37627,274.89,-33.782,8698.4,0.34552
35.41,37630,274.55,-33.778,8700.2,0.34522
35.42,37632,274.22,-33.774,8701.9,0.34493
35.43,37635,273.88,-33.77,8703.6,0.34464
35.44,37638,273.54,-33.766,8705.3,0.34435
35.45,37640,273.2,-33.762,8707.1,0.34406
35.46,37643,272.87,-33.759,8708.8,0.34377
35.47,37646,272.53,-33.755,8710.5,0.34348
35.48,37649,272.19,-33.751,8712.2,0.34319
35.49,37651,271.85,-33.747,8714,0.34291
35.5,37654,271.52,-33.743,8715.7,0.34262
35.51,37657,271.18,-33.739,8717.4,0.34233
35.52,37660,270.84,-33.735,8719.1,0.34204
35.53,37662,270.5,-33.731,8720.9,0.34175
35.54,37665,270.17,-33.728,8722.6,0.34146
35.55,37668,269.83,-33.724,8724.3,0.34117
35.56,37670,269.49,-33.72,8726,0.34088
35.57,37673,269.15,-33.716,8727.8,0.3406
35.58,37676,268.82,-33.712,8729.5,0.34031
35.59,37678,268.48,-33.709,8731.2,0.34002
35.6,37681,268.14,-33.705,8732.9,0.33973
35.61,37684,267.81,-33.701,8734.6,0.33944
35.62,37686,267.47,-33.697,8736.4,0.33916
35.63,37689,267.13,-33.693,8738.1,0.33887
35.64,37692,266.8,-33.69,8739.8,0.33858
35.65,37694,266.46,-33.686,8741.5,0.33829
35.66,37697,266.12,-33.682,8743.3,0.33801
35.67,37700,265.78,-33.678,8745,0.33772
35.68,37702,265.45,-33.674,8746.7,0.33743
35.69,37705,265.11,-33.671,8748.4,0.33715
35.7,37708,264.77,-33.667,8750.1,0.33686
35.71,37710,264.44,-33.663,8751.9,0.33658
35.72,37713,264.1,-33.659,8753.6,0.33629
35.73,37716,263.76,-33.656,8755.3,0.336
35.74,37718,263.43,-33.652,8757,0.33572
35.75,37721,263.09,-33.648,8758.7,0.33543
35.76,37724,262.76,-33.645,8760.5,0.33515
35.77,37726,262.42,-33.641,8762.2,0.33486
35.78,37729,262.08,-33.637,8763.9,0.33458
35.79,37731,261.75,-33.633,8765.6,0.33429
35.8,37734,261.41,-33.63,8767.3,0.33401
35.81,37737,261.07,-33.626,8769.1,0.33372
35.82,37739,260.74,-33.622,8770.8,0.33344
35.83,37742,260.4,-33.619,8772.5,0.33315
35.84,37744,260.06,-33.615,8774.2,0.33287
35.85,37747,259.73,-33.611,8775.9,0.33258
35.86,37750,259.39,-33.608,8777.7,0.3323
35.87,37752,259.06,-33.604,8779.4,0.33202
35.88,37755,258.72,-33.601,8781.1,0.33173
35.89,37757,258.38,-33.597,8782.8,0.33145
35.9,37760,258.05,-33.593,8784.5,0.33117
35.91,37763,257.71,-33.59,8786.3,0.33088
35.92,37765,257.38,-33.586,8788,0.3306
35.93,37768,257.04,-33.583,8789.7,0.33032
35.94,37770,256.71,-33.579,8791.4,0.33004
35.95,37773,256.37,-33.575,8793.1,0.32975
35.96,37775,256.03,-33.572,8794.8,0.32947
35.97,37778,255.7,-33.568,8796.6,0.32919
35.98,37781,255.36,-33.565,8798.3,0.32891
35.99,37783,255.03,-33.561,8800,0.32862
36,37786,254.69,-33.557,8801.7,0.32834
36.01,37788,254.36,-33.554,8803.4,0.32806
36.02,37791,254.02,-33.55,8805.1,0.32778
36.03,37793,253.68,-33.547,8806.9,0.3275
36.04,37796,253.35,-33.543,8808.6,0.32722
36.05,37798,253.01,-33.54,8810.3,0.32694
36.06,37801,252.68,-33.536,8812,0.32666
36.07,37803,252.34,-33.533,8813.7,0.32638
36.08,37806,252.01,-33.529,8815.4,0.32609
36.09,37808,251.67,-33.526,8817.2,0.32581
36.1,37811,251.34,-33.522,8818.9,0.32553
36.11,37813,251,-33.519,8820.6,0.32525
36.12,37816,250.67,-33.515,8822.3,0.32497
36.13,37818,250.33,-33.512,8824,0.32469
36.14,37821,250,-33.508,8825.7,0.32442
36.15,37823,249.66,-33.505,8827.5,0.32414
36.16,37826,249.33,-33.501,8829.2,0.32386
36.17,37828,248.99,-33.498,8830.9,0.32358
36.18,37831,248.66,-33.494,8832.6,0.3233
36.19,37833,248.32,-33.491,8834.3,0.32302
36.2,37836,247.99,-33.487,8836,0.32274
36.21,37838,247.65,-33.484,8837.8,0.32246
36.22,37841,247.32,-33.48,8839.5,0.32218
36.23,37843,246.98,-33.477,8841.2,0.32191
36.24,37846,246.65,-33.474,8842.9,0.32163
36.25,37848,246.31,-33.47,8844.6,0.32135
36.26,37851,245.98,-33.467,8846.3,0.32107
36.27,37853,245.64,-33.463,8848,0.3208
36.28,37856,245.31,-33.46,8849.8,0.32052
36.29,37858,244.97,-33.457,8851.5,0.32024
36.3,37861,244.64,-33.453,8853.2,0.31996
36.31,37863,244.31,-33.45,8854.9,0.31969
36.32,37865,243.97,-33.446,8856.6,0.31941
36.33,37868,243.64,-33.443,8858.3,0.31914
36.34,37870,243.3,-33.44,8860,0.31886
36.35,37873,242.97,-33.436,8861.7,0.31858
36.36,37875,242.63,-33.433,8863.5,0.31831
36.37,37878,242.3,-33.429,8865.2,0.31803
36.38,37880,241.96,-33.426,8866.9,0.31776
36.39,37882,241.63,-33.423,8868.6,0.31748
36.4,37885,241.3,-33.419,8870.3,0.3172
36.41,37887,240.96,-33.416,8872,0.31693
36.42,37890,240.63,-33.413,8873.7,0.31665
36.43,37892,240.29,-33.409,8875.5,0.31638
36.44,37894,239.96,-33.406,8877.2,0.31611
36.45,37897,239.63,-33.403,8878.9,0.31583
36.46,37899,239.29,-33.399,8880.6,0.31556
36.47,37902,238.96,-33.396,8882.3,0.31528
36.48,37904,238.62,-33.393,8884,0.31501
36.49,37906,238.29,-33.39,8885.7,0.31473
36.5,37909,237.96,-33.386,8887.4,0.31446
36.51,37911,237.62,-33.383,8889.1,0.31419
36.52,37914,237.29,-33.38,8890.9,0.31391
36.53,37916,236.95,-33.376,8892.6,0.31364
36.54,37918,236.62,-33.373,8894.3,0.31337
36.55,37921,236.29,-33.37,8896,0.3131
36.56,37923,235.95,-33.367,8897.7,0.31282
36.57,37925,235.62,-33.363,8899.4,0.31255
36.58,37928,235.29,-33.36,8901.1,0.31228
36.59,37930,234.95,-33.357,8902.8,0.31201
36.6,37932,234.62,-33.354,8904.5,0.31173
36.61,37935,234.29,-33.35,8906.3,0.31146
36.62,37937,233.95,-33.347,8908,0.31119
36.63,37939,233.62,-33.344,8909.7,0.31092
36.64,37942,233.28,-33.341,8911.4,0.31065
36.65,37944,232.95,-33.337,8913.1,0.31038
36.66,37946,232.62,-33.334,8914.8,0.31011
36.67,37949,232.28,-33.331,8916.5,0.30984
36.68,37951,231.95,-33.328,8918.2,0.30957
36.69,37953,231.62,-33.325,8919.9,0.3093
36.7,37956,231.29,-33.321,8921.6,0.30903
36.71,37958,230.95,-33.318,8923.3,0.30876
36.72,37960,230.62,-33.315,8925.1,0.30849
36.73,37963,230.29,-33.312,8926.8,0.30822
36.74,37965,229.95,-33.309,8928.5,0.30795
36.75,37967,229.62,-33.305,8930.2,0.30768
36.76,37970,229.29,-33.302,8931.9,0.30741
36.77,37972,228.95,-33.299,8933.6,0.30714
36.78,37974,228.62,-33.296,8935.3,0.30687
36.79,37976,228.29,-33.293,8937,0.3066
36.8,37979,227.95,-33.29,8938.7,0.30633
36.81,37981,227.62,-33.287,8940.4,0.30607
36.82,37983,227.29,-33.283,8942.1,0.3058
36.83,37986,226.96,-33.28,8943.8,0.30553
36.84,37988,226.62,-33.277,8945.6,0.30526
36.85,37990,226.29,-33.274,8947.3,0.30499
36.86,37992,225.96,-33.271,8949,0.30473
36.87,37995,225.63,-33.268,8950.7,0.30446
36.88,37997,225.29,-33.265,8952.4,0.30419
36.89,37999,224.96,-33.262,8954.1,0.30393
36.9,38001,224.63,-33.258,8955.8,0.30366
36.91,38004,224.29,-33.255,8957.5,0.30339
36.92,38006,223.96,-33.252,8959.2,0.30313
36.93,38008,223.63,-33.249,8960.9,0.30286
36.94,38010,223.3,-33.246,8962.6,0.30259
36.95,38013,222.96,-33.243,8964.3,0.30233
36.96,38015,222.63,-33.24,8966,0.30206
36.97,38017,222.3,-33.237,8967.7,0.3018
36.98,38019,221.97,-33.234,8969.5,0.30153
36.99,38021,221.64,-33.231,8971.2,0.30127
37,38024,221.3,-33.228,8972.9,0.301
37.01,38026,220.97,-33.225,8974.6,0.30074
37.02,38028,220.64,-33.222,8976.3,0.30047
37.03,38030,220.31,-33.218,8978,0.30021
37.04,38032,219.97,-33.215,8979.7,0.29995
37.05,38035,219.64,-33.212,8981.4,0.29968
37.06,38037,219.31,-33.209,8983.1,0.29942
37.07,38039,218.98,-33.206,8984.8,0.29916
37.08,38041,218.65,-33.203,8986.5,0.29889
37.09,38043,218.31,-33.2,8988.2,0.29863
37.1,38046,217.98,-33.197,8989.9,0.29837
37.11,38048,217.65,-33.194,8991.6,0.2981
37.12,38050,217.32,-33.191,8993.3,0.29784
37.13,38052,216.99,-33.188,8995,0.29758
37.14,38054,216.65,-33.185,8996.7,0.29732
37.15,38056,216.32,-33.182,8998.4,0.29705
37.16,38059,215.99,-33.179,9000.1,0.29679
37.17,38061,215.66,-33.176,9001.8,0.29653
37.18,38063,215.33,-33.173,9003.5,0.29627
37.19,38065,215,-33.17,9005.3,0.29601
37.2,38067,214.66,-33.167,9007,0.29575
37.21,38069,214.33,-33.164,9008.7,0.29549
37.22,38072,214,-33.162,9010.4,0.29523
37.23,38074,213.67,-33.159,9012.1,0.29497
37.24,38076,213.34,-33.156,9013.8,0.29471
37.25,38078,213.01,-33.153,9015.5,0.29445
37.26,38080,212.67,-33.15,9017.2,0.29419
37.27,38082,212.34,-33.147,9018.9,0.29393
37.28,38084,212.01,-33.144,9020.6,0.29367
37.29,38086,211.68,-33.141,9022.3,0.29341
37.3,38089,211.35,-33.138,9024,0.29315
37.31,38091,211.02,-33.135,9025.7,0.29289
37.32,38093,210.69,-33.132,9027.4,0.29263
37.33,38095,210.35,-33.129,9029.1,0.29237
37.34,38097,210.02,-33.126,9030.8,0.29211
37.35,38099,209.69,-33.123,9032.5,0.29186
37.36,38101,209.36,-33.121,9034.2,0.2916
37.37,38103,209.03,-33.118,9035.9,0.29134
37.38,38105,208.7,-33.115,9037.6,0.29108
37.39,38107,208.37,-33.112,9039.3,0.29083
37.4,38109,208.04,-33.109,9041,0.29057
37.41,38112,207.7,-33.106,9042.7,0.29031
37.42,38114,207.37,-33.103,9044.4,0.29005
37.43,38116,207.04,-33.1,9046.1,0.2898
37.44,38118,206.71,-33.098,9047.8,0.28954
37.45,38120,206.38,-33.095,9049.5,0.28929
37.46,38122,206.05,-33.092,9051.2,0.28903
37.47,38124,205.72,-33.089,9052.9,0.28877
37.48,38126,205.39,-33.086,9054.6,0.28852
37.49,38128,205.06,-33.083,9056.3,0.28826
37.5,38130,204.73,-33.081,9058,0.28801
